obs_id,month,year,district,IRN,leaid,county,purpose,for,against,mills_pct,years,amount,new,type
3450,5,2011,Loveland City School District,50716,3904517,HAMILTON,for current expenses,4450,2137,3.5,100,,additional,levy
3451,5,2011,Norwood City School District,69682,3904517,HAMILTON,to provide for the emergency requirements of the school district,1232,924,8.61,10,,additional,levy
3452,5,2011,Conotton Valley Union Local School District,91397,3904517,HARRISON,to avoid an operating deficit,302,429,7.21,10,,additional,levy
3453,5,2011,Patrick Henry Local School District,43646,3904349,HENRY,to provide for the emergency requirements of the school district,730,977,6.5,3,,additional,levy
3454,5,2011,East Holmes Local School District,43794,3904365,HOLMES,to provide for the emergency requirements of the school district,672,748,3.82,5,,additional,levy
3455,5,2011,West Holmes Local School District,45344,3904504,HOLMES,to provide for the emergency requirements of the school district,1236,858,1.22,10,,renewal,levy
3456,5,2011,New London Local School District,50674,3904517,HURON,to provide for the emergency requirements of the school district,373,230,1.55,5,,renewal,levy
3457,5,2011,East Knox Local School District,46094,3904414,KNOX,to provide for the emergency requirements of the school district,756,1371,5,5,,additional,levy
3458,5,2011,Fredericktown Local School District,45377,3904504,KNOX,to provide for the emergency requirements of the school district,815,1068,6.4,5,,additional,levy
3459,5,2011,Mount Vernon Local School District,49205,3904743,KNOX,to provide for the emergency requirements of the school district,2397,2797,4.7,5,,additional,levy
3460,5,2011,Kirtland Local School District,47993,3904743,LAKE,for general permanent improvements,634,398,1.1,5,,renewal,levy
3461,5,2011,Riverside Local School District,50203,3904517,LAKE,for general permanent improvements,1986,1885,1.89,5,,renewal,levy
3462,5,2011,Licking Heights Local School District,44289,3904368,LICKING,to provide for the emergency requirements of the school district,1508,1398,11.92,10,,renewal & increase,levy
3463,5,2011,North Fork Local School District,48272,3904743,LICKING,to provide for the emergency requirements of the school district,1129,1779,6.75,5,,additional,levy
3464,5,2011,Riverside Local School District,50229,3904517,LOGAN,for permanent improvements,246,243,2,5,,renewal,levy
3465,5,2011,Avon Lake Local School District,50336,3904517,LORAIN,for general permanent improvements,2331,978,1.5,5,,renewal,levy
3466,5,2011,Avon Lake Local School District,50336,3904517,LORAIN,to provide for the emergency requirements of the school district,2252,1051,5.45,10,,renewal,levy
3467,5,2011,Avon Local School District,49908,3904517,LORAIN,to provide for the emergency requirements of the school district,2174,1421,2.31,5,,renewal,levy
3468,5,2011,Firelands Local School District,46813,3904414,LORAIN,to provide for the emergency requirements of the school district,1306,1037,4.95,5,,additional,levy
3469,5,2011,Lorain City School District,46813,3904414,LORAIN,for current expenses,4501,2707,23.85,5,,renewal,levy
3470,5,2011,Midview Local School District,46474,3904414,LORAIN,to provide for the emergency requirements of the school district,1773,2439,5.59,10,,additional,levy
3471,5,2011,North Ridgeville City School District,47514,3904743,LORAIN,to provide for the emergency requirements of the school district,1777,2321,4.9,10,,additional,levy
3472,5,2011,Wellington Exempted Village School District,47951,3904743,LORAIN,to provide for the emergency requirements of the school district,1252,963,5,3,,additional,levy
3473,5,2011,Maumee City School District,49528,3904548,LUCAS,for current expenses,1383,1493,5.9,100,,additional,levy
3474,5,2011,Sylvania City School District,49528,3904548,LUCAS,for current expenses,6908,4715,4.9,100,,additional,levy
3475,5,2011,London City School District,44818,3901572,MADISON,to provide for the emergency requirements of the school district,789,1793,7.5,5,,additional,levy
3476,5,2011,Canfield Local School District,49296,3904548,MAHONING,to provide for the emergency requirements of the school district,3366,2235,1.6,5,,renewal,levy
3477,5,2011,Canfield Local School District,44933,3901572,MAHONING,for current expenses,2314,3279,6.8,5,,additional,levy
3478,5,2011,Poland Local School District,45153,3904504,MAHONING,to provide for the emergency requirements of the school district,2590,1893,3.6,5,,renewal,levy
3479,5,2011,Poland Local School District,44685,3901572,MAHONING,to provide for the emergency requirements of the school district,1916,2558,4.9,5,,additional,levy
3480,5,2011,Struthers City School District,43521,3904349,MAHONING,for current expenses,1715,653,6.9,5,,additional,levy
3481,5,2011,Black River Local School District,43570,3904349,MEDINA,to provide for the emergency requirements of the school district,785,1242,7.5,5,,additional,levy
3482,5,2011,Highland Local School District,43604,3904349,MEDINA,to provide for the emergency requirements of the school district,2904,2881,6.9,10,,additional,levy
3483,5,2011,Celina City School District,43653,3904365,MERCER,to avoid an operating deficit,1682,1498,12.47,5,,renewal,levy
3484,5,2011,St. Henry Consolidated Local School District,43661,3904365,MERCER,for general permanent improvements,549,260,1.21,100,,replacement,levy
3485,5,2011,Troy City School District,43778,3904365,MIAMI,for current expenses,2443,1420,5.8,5,,renewal,levy
3486,5,2011,Trotwood Madison City School District,43869,3904365,MONTGOMERY,for current expenses,1686,868,7.5,100,,additional,levy
3487,5,2011,Vandalia-Butler City School District,43885,3904365,MONTGOMERY,to avoid an operating deficit,1936,859,6.54,5,,renewal,levy
3488,5,2011,Benton-Carroll-Salem Local School District,43885,3904365,OTTAWA,to provide for the emergency requirements of the school district,1022,1097,3.9,5,,additional,levy
3489,5,2011,Rootstown Local School District,43893,3904365,PORTAGE,to provide for the emergency requirements of the school district,1261,1265,5.96,5,,additional,levy
3490,5,2011,Waterloo Local School District,43943,3904365,PORTAGE,to avoid an operating deficit,675,1082,4.76,5,,additional,levy
3491,5,2011,Ontario Local School District,43984,3904365,RICHLAND,to avoid an operating deficit,824,1897,6.5,5,,additional,levy
3492,5,2011,Bellevue City School District,44008,3904365,SANDUSKY,to provide for the emergency requirements of the school district,1060,980,3.25,10,,renewal,levy
3493,5,2011,Clyde-Green Springs Exempted Village School District,44099,3904365,SANDUSKY,to provide for the emergency requirements of the school district,751,1327,4.9,3,,additional,levy
3494,5,2011,Woodmore Local School District,44271,3904368,SANDUSKY,to provide for the emergency requirements of the school district,1224,860,3.95,5,,additional,levy
3495,5,2011,Fostoria City School District,44404,3904368,SENECA,to provide for the emergency requirements of the school district,1164,829,7.51,5,,renewal,levy
3496,5,2011,Anna Local School District,44487,3904368,SHELBY,for permanent improvements,436,155,1.5,5,,renewal,levy
3497,5,2011,Canton Local School District,44545,3904368,STARK,8.9 mills for current operating expenses and 1.9 mills to acquire construct enlarge re11ate & finance permanent improvements,1440,603,10.8,5,,renewal,levy
3498,5,2011,Fairless Local School District,44560,3904368,STARK,to provide for the necessary requirements of the school district? If approved any remaining tax  on any of the 2 existing levies will not be collected after the 2010 tax year.|Jackson Local School District,1249,1043,8.4,5,,substitute,levy
3499,5,2011,Marlington Local School District,44636,3901572,STARK,for current expenses,1537,1001,5.7,100,,renewal,levy
3500,5,2011,Northwest Local School District,44644,3901572,STARK,to provide for the emergency requirements of the school district,1907,1124,5.5,5,,renewal,levy
3501,5,2011,Sandy Valley Local School District,44685,3901572,STARK,for permanent improvements including remodeling rehabilitating adding to improving furnishing & equipping buildings for school purposes & otherwise improving school sites,739,526,2,5,,renewal,levy
3502,5,2011,Cuyahoga Falls City School District,44743,3901572,SUMMIT,for current expenses,3282,2981,9.97,5,,replacement,levy
3503,5,2011,Green Local School District,44750,3901572,SUMMIT,to provide for the emergency requirements of the school district,5528,3031,6.75,5,,additional,levy
3504,5,2011,Hudson City School District,44768,3901572,SUMMIT,for current expenses,4194,3532,4.9,100,,additional,levy
3505,5,2011,Manchester Local School District,44768,3901572,SUMMIT,for current expenses,1143,889,9,100,,replacement,levy
3506,5,2011,Mogadore Local School District,44784,3901572,SUMMIT,for current expenses,574,560,8.49,100,,additional,levy
3507,5,2011,Nordonia Hills City School District,44875,3901572,SUMMIT,for current expenses,4153,4751,6.5,100,,additional,levy
3508,5,2011,Revere Local School District,44891,3901572,SUMMIT,to provide for the emergency requirements of the school district,3590,3033,4.83,10,,additional,levy
3509,5,2011,Tallmadge City School District,45039,3901572,SUMMIT,for general permanent improvements,2184,1325,1.25,5,,renewal,levy
3510,5,2011,Tallmadge City School District,45096,3904504,SUMMIT,for current expenses,2187,1317,7.5,5,,renewal,levy
3511,5,2011,Bristol Local School District,45179,3904504,TRUMBULL,to provide for the emergency requirements of the school district,319,228,3.7,3,,renewal,levy
3512,5,2011,Champion Local School District,45187,3904504,TRUMBULL,for general permanent improvements,908,340,1.5,5,,renewal,levy
3513,5,2011,Hubbard Exempted Village School District,45211,3904504,TRUMBULL,to provide for the emergency requirements of the school district,1852,1194,5.45,5,,renewal,levy
3514,5,2011,McDonald Local School District,45260,3904504,TRUMBULL,to provide for the emergency requirements of the school district,770,661,10.75,5,,additional,levy
3515,5,2011,Mathews Local School District,45393,3904504,TRUMBULL,for general permanent improvements,658,938,2,5,,additional,levy
3516,5,2011,Indian Valley Local School District,45534,3904553,TUSCARAWAS,to provide for the emergency requirements of the school district,759,314,3.6,5,,renewal,levy
3517,5,2011,Newcomerstown Exempted Village School District,45591,3904436,TUSCARAWAS,for current expenses,385,321,9.2,5,,renewal,levy
3518,5,2011,Lebanon City School District,45617,3904436,WARREN,to avoid an operating deficit,3231,4128,8.2,5,,additional,levy
3519,5,2011,Little Miami Local School District,45757,3904436,WARREN,to avoid an operating deficit,4838,4964,13.95,5,,additional,levy
3520,5,2011,Marietta City School District,91397,3904517,WASHINGTON,to avoid an operating deficit,2992,2541,6.21,5,,additional,levy
3521,5,2011,Chippewa Local School District,45955,3904436,WAYNE,for repair of school buildings improvements of school facilities & purchase of equipment,957,589,1.9,5,,renewal,levy
3522,5,2011,Triway Local School District,46011,3904414,WAYNE,to provide for the emergency requirements of the school district,1036,534,5.1,3,,renewal,levy
3523,5,2011,North Baltimore Local School District,46102,3904414,WOOD,to provide for the emergency requirements of the school district,257,191,2.1,10,,renewal,levy
3524,8,2011,Jefferson Area Local School District,44917,3901572,ASHTABULA,for current operating expenses,725,470,6,5,,renewal,levy
3525,8,2011,Brecksville-Broadview Heights City School District,46219,3904414,CUYAHOGA,for current expenses,4480,2859,6.9,100,,renewal,levy
3526,8,2011,Cuyahoga Heights Local School District,46235,3904414,CUYAHOGA,for current expenses,600,788,6.9,100,,additional,levy
3527,8,2011,Strongsville City School District,46243,3904414,CUYAHOGA,for current expenses,2202,8931,6.9,4,,additional,levy
3528,8,2011,Margaretta Local School District,46243,3904414,ERIE,for current expenses,1005,893,7.75,5,,renewal,levy
3529,8,2011,Pickerington Local School District,46284,3904414,FAIRFIELD,for current expenses,6089,5379,5.5,100,,additional,levy
3530,8,2011,Pike-Delta-York Local School District,46409,3904414,FULTON,to provide for the emergency requirements of the school district,914,1027,5.99,3,,additional,levy
3531,8,2011,East Guernsey Local School District,46425,3904414,GUERNSEY,to provide for the emergency requirements of the school district,770,1097,8.62,10,,additional,levy
3532,8,2011,Mt. Healthy City School District,46458,3904414,HAMILTON,for current expenses,565,1886,7.65,100,,additional,levy
3533,8,2011,Riverside Local School District,46516,3904414,LAKE,to provide for the emergency requirements of the school district,2645,4739,5.97,5,,additional,levy
3534,8,2011,North Ridgeville City School District,46573,3904414,LORAIN,to provide for the emergency requirements of the school district,1873,2626,4.9,10,,additional,levy
3535,8,2011,Black River Local School District,46706,3904414,MEDINA,to provide for the emergency requirements of the school district,432,1166,7.5,5,,additional,levy
3536,8,2011,Wadsworth City School District,46813,3904414,MEDINA,for current expenses,2494,2986,5.9,100,,additional,levy
3537,8,2011,Mad River Local School District,46854,3904414,MONTGOMERY,for current expenses,623,906,5.9,5,,additional,levy
3538,8,2011,Benton-Carroll-Salem Local School District,46888,3904414,OTTAWA,to provide for the emergency requirements of the school district,1114,1246,3.9,5,,additional,levy
3539,8,2011,Rootstown Local School District,46904,3904414,PORTAGE,to provide for the emergency requirements of the school district,1516,1273,5.96,5,,additional,levy
3540,8,2011,Clyde-Green Springs Exempted Village School District,46946,3904414,SANDUSKY,to provide for the emergency requirements of the school district,902,1483,4.9,3,,additional,levy
3541,8,2011,Nordonia Hills City School District,46979,3904414,SUMMIT,to provide for the emergency requirements of the school district,3636,4667,6.91,5,,additional,levy
3542,8,2011,Stow-Munroe Falls City School District,47084,3904414,SUMMIT,to provide for the emergency requirements of the school district,2647,4066,6.57,10,,additional,levy
3543,8,2011,Lake Local School District,47092,3904414,WOOD,for current expenses,609,1250,4.75,100,,additional,levy
3544,11,2011,Adams County/Ohio Valley School District,47217,3904414,ADAMS,to avoid an operating deficit,1752,5253,5.9,5,,additional,levy
3545,11,2011,Bath Local School District,47266,3904351,ALLEN,for permanent improvements,2315,1398,3.25,5,,renewal,levy
3546,11,2011,Perry Local School District,47415,3904351,ALLEN,for permanent improvements,650,333,1.5,5,,renewal,levy
3547,11,2011,Perry Local School District,47456,3904743,ALLEN,for current expenses,680,345,4.9,5,,renewal,levy
3548,11,2011,Shawnee Local School District,47464,3904743,ALLEN,to provide for the emergency requirements of the school district,3991,2314,5.87,10,,renewal,levy
3549,11,2011,Spencerville Local School District,47589,3904743,ALLEN,for permanent improvements,1067,608,1.4,5,,renewal,levy
3550,11,2011,Ashland City School District,47597,3904743,ASHLAND,for current expenses,5250,2870,9.9,5,,renewal,levy
3551,11,2011,Hillsdale Local School District,47837,3904743,ASHLAND,for current expenses,1628,890,4.8,2,,renewal,levy
3552,11,2011,Ashtabula Area City School District,47878,3904743,ASHTABULA,to acquire & improve textbooks educational technology & instructional equipment,4776,3334,1.25,5,,renewal,levy
3553,11,2011,Geneva Area City School District,47985,3904743,ASHTABULA,to provide for the emergency requirements of the school district,2040,3280,4.95,10,,additional,levy
3554,11,2011,Grand Valley Local School District,48041,3904743,ASHTABULA,to provide for the emergency requirements of the school district,1101,1564,3.9,5,,additional,levy
3555,11,2011,Minster Local School District,48082,3904743,8LAIZE,for permanent improvements to improve & maintain sites to remodel & repair plan facilities & to acquire & replace equipment,1141,685,0.8,5,,renewal,levy
3556,11,2011,Bellaire Local School District,48165,3904743,BELMONT,for capital improvements including but not limited to furnishing & equipping buildings buses textbooks & general property maintenance,1514,1448,3,5,,renewal,levy
3557,11,2011,Georgetown Exempted Village School District,48256,3904743,BROWN,for general permanent improvements,1230,900,1.5,5,,renewal,levy
3558,11,2011,Fairfield City School District,48264,3904743,BUTLER,for current operating expenses,11027,10584,6.5,100,,additional,levy
3559,11,2011,Lakota Local School District,48272,3904743,BUTLER,for current operating expenses,16615,19056,4.75,100,,additional,levy
3560,11,2011,Northwestern Local School District,48298,3904743,CLARK,for permanent improvements,2193,2078,1,5,,renewal,levy
3561,11,2011,Tecumseh Local School District,48306,3904743,CLARK,to provide for the emergency requirements of the school district,3507,2186,2.46,5,,renewal,levy
3562,11,2011,West Clermont Local School District,48306,3904743,CLERMONT,to provide emergency requirements of the school district,8508,12772,7.9,10,,additional,levy
3563,11,2011,Blanchester Local School District,48348,3904743,CLINTON,to improve re11ate & add to school facilities & provide equipment furnishings & site improvements therefor,1113,1124,1,5,,replacement,levy
3564,11,2011,Coshocton City School District,48389,3904743,COSHOCTON,for current expenses,2183,1297,4.9,5,,renewal,levy
3565,11,2011,Bedford City School District,48421,3904743,CUYAHOGA,for general permanent improvements,4842,4889,1.2,100,,additional,levy
3566,11,2011,Berea City School District,48439,3904743,CUYAHOGA,for current expenses,8683,9383,2.5,100,,additional,levy
3567,11,2011,Cuyahoga Heights Local School District,48447,3904743,CUYAHOGA,for current expenses,1146,1219,6.9,100,,additional,levy
3568,11,2011,Cleveland Heights-University Heights City School District,48488,3904743,CUYAHOGA,for current expenses,10475,7802,6.9,100,,additional,levy
3569,11,2011,Euclid City School District,48579,3904743,CUYAHOGA,for current expenses,5683,8462,5.4,100,,additional,levy
3570,11,2011,Garfield Heights City School District,48611,3904743,CUYAHOGA,to provide for the emergency requirements of the school district,2885,4578,9,5,,additional,levy
3571,11,2011,Independence Local School District,48678,3904743,CUYAHOGA,to construct reconstruct repair & maintain all present & future buildings & sites to furnish & equip school buildings to replace present & additional educational equipment & replace &/or acquire other equipment including school buses & other vehicles,2377,1210,1.25,5,,renewal,levy
3572,11,2011,North Royalton City School District,48736,3904743,CUYAHOGA,to provide for the emergency requirements of the school district,7654,5280,4.4,10,,renewal,levy
3573,11,2011,Olmsted Falls City School District,48843,3904743,CUYAHOGA,for general permanent improvements,4020,3922,2.8,5,,additional,levy
3574,11,2011,Orange City School District,48934,3904743,CUYAHOGA,for current expenses,3592,2412,5,100,,additional,levy
3575,11,2011,Strongsville City School District,48942,3904743,CUYAHOGA,for current expenses,8115,9278,6,100,,renewal,levy
3576,11,2011,Delaware City School District,49080,3904743,DELAWARE,to provide for the emergency requirements of the school district,5950,5367,8.3,5,,additional,levy
3577,11,2011,Fairfield Union Local School District,49171,3904743,FAIRFIELD,to repair remodel construct & improve buildings for school purposes to furnish & equip school buildings & improve school grounds & provide such other types of permanent improvements,1815,1669,3,5,,renewal,levy
3578,11,2011,Walnut Township Local School District,49197,3904743,FAIRFIELD,to provide for the emergency requirements of the school district,811,708,1.9,5,,renewal,levy
3579,11,2011,Canal Winchester Local School District,49213,3904921,FRANKLIN,to provide for the emergency requirements of the school district?,3367,3255,13.38,3,,reduction,levy
3580,11,2011,Groveport Madison Local School District,49270,3904548,FRANKLIN,to provide for the emergency requirements of the school district?,2605,2352,14.04,5,,renewal & increase,levy
3581,11,2011,Hilliard City School District,49437,3904548,FRANKLIN,for current expenses,15214,15004,5.9,100,,additional,levy
3582,11,2011,Fayette Local School District,49700,3904548,FULTON,for current operating expenses,473,259,7,5,,renewal,levy
3583,11,2011,Four County Joint Vocational School District,49767,3904548,FULTON,for general permanent improvements,22103,25549,0.2,100,,additional,levy
3584,11,2011,Pike-Delta-York Local School District,49783,3904548,FULTON,to provide for the emergency requirements of the school district,1675,1552,5.99,3,,additional,levy
3585,11,2011,Cardinal Local School District,49817,3904517,GE8A,to provide for the emergency requirements of the school district,1645,2198,4.5,3,,additional,levy
3586,11,2011,Newbury Local School District,49841,3904517,GE8A,to provide for the emergency requirements of the school district,1241,1030,4.5,5,,renewal,levy
3587,11,2011,West Ge8a Local School District,49858,3904517,GE8A,for general permanent improvements,3554,3950,0.95,5,,additional,levy
3588,11,2011,Beavercreek City School District,49916,3904517,GREENE,to provide for the emergency requirements of the school district,9405,11818,6.7,5,,additional,levy
3589,11,2011,Greene County Vocational School District,49973,3904517,GREENE,for general permanent improvements,28022,26060,0.75,5,,renewal,levy
3590,11,2011,Xenia Community City School District,50039,3904517,GREENE,to avoid an operating deficit,3964,11509,4.8,5,,additional,levy
3591,11,2011,Cambridge City School District,50112,3904517,GUERNSEY,to provide for the emergency requirements of the school district,2105,2497,6.42,5,,renewal,levy
3592,11,2011,East Guernsey Local School District,48850,3904743,GUERNSEY,to provide for the emergency requirements of the school district,1025,1151,8.62,10,,additional,levy
3593,11,2011,Rolling Hills Local School District,50161,3904517,GUERNSEY,to provide for the emergency requirements of the school district,2361,1192,4.79,5,,renewal,levy
3594,11,2011,Cincinnati City School District,50187,3904517,HAMILTON,for general permanent improvements,39050,42892,7.95,100,,additional,levy
3595,11,2011,Madeira City School District,50195,3904517,HAMILTON,for current expenses,2296,1732,6.9,100,,additional,levy
3596,11,2011,Mt. Healthy City School District,50195,3904517,HAMILTON,for current expenses,2813,4564,7.65,100,,additional,levy
3597,11,2011,Three Rivers Local School District,50237,3904517,HAMILTON,for current expenses,3519,2498,4.95,3,,renewal,levy
3598,11,2011,Patrick Henry Local School District,50302,3904517,HENRY,to provide for the emergency requirements of the school district,1159,1236,6.5,3,,additional,levy
3599,11,2011,East Holmes Local School District,50336,3904517,HOLMES,to provide for the emergency requirements of the school district,1134,1273,3.82,5,,additional,levy
3600,11,2011,Monroeville Local School District,50500,3904517,HURON,to provide for the emergency requirements of the school district,822,609,3.3,10,,renewal,levy
3601,11,2011,Norwalk City School District,50591,3904517,HURON,to add to re11ate remodel rehabilitate furnish & equip buildings for school purposes & improve school sites,3403,1999,3,5,,renewal,levy
3602,11,2011,Edison Local School District,50633,3904517,JEFFERSON,for current expenses,2131,3348,9.45,100,,additional,levy
3603,11,2011,Jefferson County Joint Vocational School District,50641,3904517,JEFFERSON,for current expenses to purchase equipment of buildings & improve buildings,10517,12136,1,10,,additional,levy
3604,11,2011,East Knox Local School District,50716,3904517,KNOX,to provide for the emergency requirements of the school district,1239,2124,5,5,,additional,levy
3605,11,2011,Mount Vernon City School District,50740,3904517,KNOX,to provide for the emergency requirements of the school district,5205,4250,1.38,5,,renewal,levy
3606,11,2011,Fairport Harbor Exempted Village School District,91397,3904517,LAKE,for current operating expenses,590,552,4.9,100,,additional,levy
3607,11,2011,Kirtland Local School District,46094,3904414,LAKE,to provide for the emergency requirement of the school district,1412,1989,4,5,,additional,levy
3608,11,2011,Riverside Local School District,45393,3904504,LAKE,to provide for the emergency requirements of the school district,6698,7975,5.97,5,,additional,levy
3609,11,2011,Wickliffe City School District,44289,3904368,LAKE,for current expenses,2635,2084,7.9,100,,additional,levy
3610,11,2011,Willoughby-Eastlake City School District,48272,3904743,LAKE,to provide for the emergency requirements of the school district,11123,11218,4.99,10,,additional,levy
3611,11,2011,North Fork School District,50229,3904517,LICKING,to provide for the emergency requirements of the school district,1327,2734,6.4,5,,additional,levy
3612,11,2011,Bellefontaine City School District,48033,3904743,LOGAN,to provide for the emergency requirements of the school district,2510,1773,4.4,5,,renewal,levy
3613,11,2011,Bellefontaine City School District,46813,3904414,LOGAN,for current operating expenses,2600,1674,6.05,5,,renewal,levy
3614,11,2011,Clearview Local School District,46474,3904414,LORAIN,to provide for the emergency requirements of the school district,822,550,6.15,5,,renewal,levy
3615,11,2011,Lorain County Joint Vocational School District,47514,3904743,LORAIN,for current expenses,34817,43968,0.75,10,,replacement,levy
3616,11,2011,North Ridgeville City School District,48363,3904743,LORAIN,to provide for the emergency requirements of the school district,5106,5666,4.9,10,,additional,levy
3617,11,2011,Oberlin City School District,49528,3904548,LORAIN,for general permanent improvements,2595,1200,2,5,,renewal,levy
3618,11,2011,Oberlin City School District,44818,3901572,LORAIN,to provide for the emergency requirements of the school district,2206,1580,4.88,5,,additional,levy
3619,11,2011,Maumee City School District,44727,3901572,LUCAS,for current expenses,4056,2952,4.9,100,,additional,levy
3620,11,2011,Ottawa Hills Local School District,44727,3901572,LUCAS,for alterations & repairs of existing school facilities & capital improvements,1322,669,2,100,,replacement,levy
3621,11,2011,Washington Local School District,46011,3904414,LUCAS,for current expenses,7871,6372,4.9,100,,additional,levy
3622,11,2011,London City School District,50252,3904517,MADISON,to provide for the emergency requirements of the school district,1838,2905,8.5,5,,additional,levy
3623,11,2011,Canfield Local School District,44214,3904368,MAHONING,for current expenses,3743,4675,4.9,5,,additional,levy
3624,11,2011,Western Reserve Local School District,44230,3904368,MAHONING,to avoid an operating deficit,961,782,3.9,10,,renewal,levy
3625,11,2011,Elgin Local School District,48009,3904743,3ION,to avoid an operating deficit,1507,1198,5.26,5,,renewal,levy
3626,11,2011,Marion City School District,49080,3904743,3ION,to provide for the emergency requirements of the school district,3870,3221,5.47,5,,renewal,levy
3627,11,2011,Ridgedale Local School District,50039,3904517,3ION,to provide for the emergency requirements of the school district,1164,701,4.99,5,,renewal,levy
3628,11,2011,River Valley Local School District,50336,3904517,3ION,to provide for permanent improvements including textbooks technology and transportation,1697,2881,1.5,5,,additional,levy
3629,11,2011,Tri Rivers Joint Vocational School District,44818,3901572,3ION,to purchase a site or enlargement thereof and for the erection and equipment of buildings and enlarging improving or rebuilding thereof,9349,20710,0.5,10,,additional,levy
3630,11,2011,Tri Rivers Joint Vocational School District,43513,3904349,3ION,for current operating expenses,16642,13579,1.3,5,,renewal,levy
3631,11,2011,Black River Local School District,43562,3904349,MEDINA,to provide for the emergency requirements of the school district,866,2280,3.8,5,,additional,levy
3632,11,2011,Buckeye Local School District,43596,3904349,MEDINA,to provide for the emergency requirements of the school district,2306,3210,7.9,5,,additional,levy
3633,11,2011,Cloverleaf Local School District,43612,3904349,MEDINA,to provide for the emergency requirements of the school district,2889,4627,6.5,10,,additional,levy
3634,11,2011,Wadsworth City School District,43703,3904365,MEDINA,for current expenses,5467,5084,4.9,100,,additional,levy
3635,11,2011,Milton-Union Exempted Village School District,43810,3904365,MIAMI,for current operating expenses,2036,1600,17,5,,renewal,levy
3636,11,2011,Tipp City Exempted Village School District,43836,3904365,MIAMI,to provide for the emergency requirements of the school district,3694,2139,9.61,5,,renewal of 2 existing levies,levy
3637,11,2011,Switzerland of Ohio Local School District,43877,3904365,MONROE,for improvements and equipment,2629,3295,2.5,3,,renewal,levy
3638,11,2011,Huber Height City School District,43919,3904365,MONTGOMERY,for current operating expenses,3385,8900,8,100,,additional,levy
3639,11,2011,Jefferson Township Local School District,44040,3904365,MONTGOMERY,for current operating expenses,1101,842,5.5,100,,renewal,levy
3640,11,2011,Kettering City School District,44073,3904365,MONTGOMERY,to construct school building improvements & provide equipment furnishings & site improvements,11559,7622,0.6,5,,renewal,levy
3641,11,2011,Mad River Local School District,44081,3904365,MONTGOMERY,for current expenses,2314,2650,5.9,100,,additional,levy
3642,11,2011,Miami Valley Career Technology Center School District,44131,3904368,MONTGOMERY,for current operating expenses and improvement to school buildings and sites including equipment and furnishings,56567,56566,2.18,10,,replacement,levy
3643,11,2011,Northridge Local School District,44180,3904368,MONTGOMERY,for current operating expenses,1517,922,6.95,100,,additional,levy
3644,11,2011,Trotwood-Madison City School District,44230,3904368,MONTGOMERY,for current expenses,2768,3059,4,100,,additional,levy
3645,11,2011,Vandalia-Butler City School District,44255,3904368,MONTGOMERY,for current operating expenses and general ongoing permanent improvements,4159,4997,6.99,100,,additional,levy
3646,11,2011,West Carrollton City School District,#N/A,#N/A,MONTGOMERY,for current operating expenses,3649,3752,2.25,100,,additional,levy
3647,11,2011,Benton-Carroll-Salem Local School District,48850,3904743,OTTAWA,to provide for the emergency requirements of the school district,2068,2366,3.9,5,,additional,levy
3648,11,2011,Genoa Area Local School District,48850,3904743,OTTAWA,to make permanent improvements for the school district including but not limited to rehabilitating & improving school buildings & school heating facilities providing furniture furnishings & equipment for school purposes & improving school sites,1605,1646,1.35,100,,replacement,levy
3649,11,2011,Antwerp Local School District,44396,3904368,PAULDING,to construct or acquire permanent improvements including improving constructing re11ating rehabilitating remodeling furnishing & equipping existing buildings & facilities & their sites for school purposes,686,445,2.9,5,,renewal,levy
3650,11,2011,Aurora City School District,44487,3904368,PORTAGE,for current expenses,4327,1816,7.33,5,,renewal,levy
3651,11,2011,Crestwood Local School District,44529,3904368,PORTAGE,for general permanent improvements,3304,1639,3.5,5,,renewal,levy
3652,11,2011,Field Local School District,44545,3904368,PORTAGE,for current operating expenses,2282,3727,6,5,,additional,levy
3653,11,2011,Maplewood Joint Vocational School District,44594,3901572,PORTAGE,for current expenses,20114,16004,3,10,,renewal,levy
3654,11,2011,Streetsboro City School District,44602,3901572,PORTAGE,for current operating expenses at a rate of 3.6 mills & 1.5 mills for the acquisition construction enlargement re11ation & financing of general on-going permanent improvements,3361,1818,5.1,5,,renewal,levy
3655,11,2011,Waterloo Local School District,44685,3901572,PORTAGE,for current expenses,1314,1769,5,100,,additional,levy
3656,11,2011,College Corner Local School District,44685,3901572,PREBLE,for improvements re11ations & additions to school facilities & providing equipment furnishings & site improvements therefor,117,68,6.5,5,,replacement,levy
3657,11,2011,Tri-County North Local School District,44735,3901572,PREBLE,to improve & re11ate school buildings & provide equipment furnishings & site improvements,1339,721,2,5,,renewal,levy
3658,11,2011,Tri-County North Local School District,44743,3901572,PREBLE,to provide for the emergency requirements of the school district,1329,731,5.3,10,,renewal,levy
3659,11,2011,Lexington Local School District,44768,3901572,RICHLAND,to avoid an operating deficit,3523,3298,7.6,5,,additional,levy
3660,11,2011,Lucas Local School District,44909,3901572,RICHLAND,to avoid an operating deficit,858,504,4.2,5,,renewal,levy
3661,11,2011,Plymouth-Shiloh Local School District,44917,3901572,RICHLAND,to avoid an operating deficit,479,504,4.6,5,,renewal,levy
3662,11,2011,Shelby City School District,44941,3901572,RICHLAND,to provide for the emergency requirements of the school district,2357,2293,4.5,5,,renewal,levy
