obs_id,month,year,district,IRN,leaid,county,purpose,for,against,mills_pct,years,amount,new,type
1823,11,2018,West Branch Local,48389,3904838,Mahoning,Income Tax - School district purposes,2092,3036,,5,0,New,income tax
1824,11,2018,Pleasant Local,48421,3904842,3ion,Combo - Construct & re11ate school facilities including safety & security & permanent improvements,2142,2045,0.5,100/37,34375000,New,combo
1825,11,2018,Pleasant Local,48421,3904842,3ion,Income Tax - Current operating expenses,2064,2132,,10,0,New,income tax
1826,11,2018,Black River Local,48462,3904846,Medina,Levy - General permanent improvements,1744,1672,1.4,5,0,New,levy
1827,11,2018,3ion Local,48553,3910031,Mercer,"Bond - Construct, improve, re11ate, add to school facilities & sites",453,1660,,25,16000000,New,bond
1828,11,2018,Bethel Local,48611,3904861,Miami,Levy - Necessary requirements of the school district,1644,1541,3.49,10,531000,New,levy
1829,11,2018,Newton Local,48637,3904863,Miami,Income Tax - Current operating expenses,810,537,,3,0,Renewal,income tax
1830,11,2018,Brookville Local,48678,3904867,Montgomery,Levy - General permanent improvements,2341,1879,2,100,0,New,levy
1831,11,2018,Northridge Local,48736,3904873,Licking,"Combo - Permanent improvements & constructing & re11ating school facilities, equipment furnishings & site improvements",2080,2171,,30/30,19000000,New,combo
1832,11,2018,Northridge Local,48736,3904873,Licking,Levy - Emergency requirements of the school district,2440,1823,7,5,2100000,Renewal,levy
1833,11,2018,Benton Carroll Salem Local,48926,3904892,Ottawa,Income Tax - Current operating expenses,2147,2470,,5,0,New,income tax
1834,11,2018,Logan Elm Local,49080,3904908,Pickaway,Combo - Construct & re11ate school facilities & permanent improvements,2753,1715,0.5,100/37,44390000,New,combo
1835,11,2018,Field Local,49197,3904919,Portage,Levy - Current operating expenses,3398,3816,1,5,0,New,levy
1836,11,2018,Rootstown Local,49213,3904921,Portage,Combo - General permanent improvements & construct & improve district buildings & facilities,1537,1775,,37/37,26835000,New,combo
1837,11,2018,Streetsboro City,49239,3904923,Portage,Levy - Current operating expenses,2543,3476,7.5,5,0,New,levy
1838,11,2018,Waterloo Local,49247,3904924,Portage,Levy - Current expenses,1285,2169,9.75,100,0,New,levy
1839,11,2018,Continental Local,49320,3904932,Putnam,Levy - Permanent improvements,793,499,1.4,5,0,Renewal,levy
1840,11,2018,Leipsic Local,49353,3904935,Putnam,Levy - Avoiding an operating deficit,774,363,3,5,425000,Renewal,levy
1841,11,2018,Lexington Local,49437,3904943,Richland,Combo - Construct & re11ate school facilities & permanent improvements,4576,3588,0.5,100/37,55950000,New,combo
1842,11,2018,Hopewell-Loudon Local,49700,3904970,Seneca,Levy - Emergency requirements of the school district,985,750,4.5,5,570000,Renewal,levy
1843,11,2018,Old Fort Local,49726,3910021,Seneca,Income Tax - Current expenses,766,502,,100,0,Renewal,income tax
1844,11,2018,Botkins Local,49767,3904976,Shelby,Levy - Permanent improvements,596,268,2,5,0,Renewal,levy
1845,11,2018,3lington Local,49882,3904988,Stark,"Bond - Construct, furnish & equip a new elementary school & improve school buildings & facilities",2912,3642,,20,17165000,New,bond
1846,11,2018,Woodridge Local,49973,3904997,Summit,Levy - Emergency requirements of the school district,4443,3975,8.19,5,4000000,New,levy
1847,11,2018,Nordonia Hills City,50047,3905004,Summit,Levy - Current expenses,7340,8061,6.98,100,0,New,levy
1848,11,2018,Bristol Local,50112,3905011,Trumbull,Levy - School safety & security,791,893,0.7,5,0,New,levy
1849,11,2018,Brookfield Local,50120,3905012,Trumbull,"Levy - Repair, construct, improve, furnish & equip buildings & facilities for school purposes & acquire school buses",1459,2106,1.9,5,0,New,levy
1850,11,2018,Lakeview Local,50187,3905018,Trumbull,Levy - Emergency requirements of the school district,2935,2809,3.2,10,890000,Renewal,levy
1851,11,2018,Liberty Local,50195,3905019,Trumbull,Levy - Emergency requirements of the school district,2683,2269,3.7,5,839531,Renewal,levy
1852,11,2018,Maplewood Local,50211,3905021,Trumbull,"Levy - Re11ate, remodel, improve & furnish school buildings",1152,917,5,5,0,Renewal,levy
1853,11,2018,Southington Local,50237,3905023,Trumbull,Levy - Emergency requirements of the school district,636,664,3.85,4,250000,Renewal,levy
1854,11,2018,LaBrae Local,50245,3905024,Trumbull,"Levy - Re11ate, improve, remodel, construct, add to, furnish & equip school facilities & sites",1527,750,3,5,0,Renewal,levy
1855,11,2018,Garaway Local,50278,3905027,Tuscarawas,Levy - Emergency requirements of the school district,1198,1401,4,10,1003982,New,levy
1856,11,2018,Indian Valley Local,50286,3905028,Tuscarawas,"Bond - Construct, furnish & equip school district athletic buildings, facilities & sites",2133,1487,,28,7000000,New,bond
1857,11,2018,Fairbanks Local,50328,3905032,Union,Levy - Necessary requirements of the school district,1738,1535,6.6,5,1679000,New,levy
1858,11,2018,Lincolnview Local,50369,3910022,Van Wert,Levy - Permanent improvements,1130,626,2.5,5,0,Renewal,levy
1859,11,2018,Dalton Local,50542,3905054,Wayne,Levy - School safety & security,1143,1354,1.5,5,0,New,levy
1860,11,2018,Millcreek-West Unity Local,50633,3905063,Williams,Levy - School safety & security,152,93,0.9,5,0,Renewal,levy
1861,11,2018,North Central Local,50641,3905064,Williams,Levy - Necessary requirements of the school district,131,167,6.2,100,704298,New,levy
1862,11,2018,Elmwood Local,50682,3905068,Wood,Income Tax - Current expenses,1451,884,,5,0,Renewal,income tax
1863,11,2018,Elmwood Local,50682,3905068,Wood,Income Tax - Current expenses,1384,944,,5,0,Renewal,income tax
1864,11,2018,Adams Co/Ohio Valley Local,61903,3906190,Adams,Levy - School safety & security,3157,4114,2.45,5,0,New,levy
1865,11,2018,Bloom Vernon Local,49593,3904959,Scioto,Levy - General permanent improvements including safety & security improvements,814,639,1,100,0,New,levy
1866,11,2018,Central Local ,46714,3904671,Defiance,Income Tax - Permanent improvements,1005,1204,,10,0,New,income tax
1867,11,2018,Crestview Local,46433,3904643,Columbiana,Combo - Build & improve school buildings & facilities & general permanent improvements,1145,1246,0.5,100/35,5200000,New,combo
1868,11,2018,Crestview Local,50351,3905035,Van Wert,Income Tax - Current expenses,1188,773,,100,0,Renewal,income tax
1869,11,2018,Edison Local,47795,3904779,Jefferson,Levy - Current expenses,3611,2278,5.9,5,0,Renewal,levy
1870,11,2018,Gibsonburg Ex Village,45385,3904538,Sandusky,Levy - Permanent improvements,1239,787,1,5,0,Renewal,levy
1871,11,2018,Green Local,49619,3904961,Scioto,"Combo - Construct, re11ate & improve school facilities & permanent improvements",1034,612,1,100/37,11570000,New,combo
1872,11,2018,Green Local,50559,3905055,Wayne,Income Tax - Current expenses,1507,1436,,10,0,New,income tax
1873,11,2018,James A. Garfield Local,49205,3904920,Portage,Income Tax - Current expenses,1798,1540,,10,0,New,income tax
1874,11,2018,Loudonville-Perrysville EV,45468,3904546,Ashland,Levy - General permanent improvements,1806,979,1.5,5,0,Renewal,levy
1875,11,2018,Madison Local,47886,3904788,Lake,Levy - General permanent improvements,3774,2796,1,5,0,Renewal,levy
1876,11,2018,Manchester Local,50005,3905000,Summit,Levy - Current expenses,2607,1179,6.9,5,0,Renewal,levy
1877,11,2018,Northeastern Local,46722,3904672,Defiance,Levy - Current expenses,1783,923,2.95,5,0,Renewal,levy
1878,11,2018,Northwestern Local,50575,3910033,Wayne,Levy - General permanent improvements,1311,1461,4,5,0,New,levy
1879,11,2018,Perry Local,45781,3904578,Allen,Levy - Avoid an operating deficit,712,469,3.482,5,500000,Renewal,levy
1880,11,2018,Riverside Local,48090,3904809,Logan,Income Tax - Current operating expenses,974,314,,100,0,Renewal,income tax
1881,11,2018,South Range,48363,3904836,Mahoning,Levy - Avoid an operating deficit,1677,1496,8.8,10,1781555,Renewal,levy
1882,11,2018,Southern Local,48538,3904853,Meigs,Levy - Current expenses,900,788,4,5,0,Renewal,levy
1883,11,2018,Springfield Local,48223,3904822,Lucas,Levy - General permanent improvements,5986,5423,2.25,5,0,New,levy
1884,11,2018,St. Bernard-Elmwood Pl City,44719,3904471,Hamilton,Levy - Emergency requirements of the school district,1145,843,10.66,10,1256250,Renewal,levy
1885,11,2018,St. Clairsville-Richland City,45997,3904599,Belmont,"Bond Issue - Construct, re11ate, improve & add to school facilities",1896,4904,,37,79900000,New,bond
1886,11,2018,St. Clairsville-Richland City,45997,3904599,Belmont,Combo - Construct & equip a Natatorium & site improvements & current operating expenses,1596,5173,0.5,37,8480000,New,combo
1887,11,2018,St. 3ys City,44727,3904472,8laize,Income Tax - Current operating expenses,3082,2451,,5,0,New,income tax
1888,11,2018,Twin Valley Local,49296,3904900,Preble,Income Tax - Current expenses,1262,872,,5,0,Renewal,income tax
1889,11,2018,Upper Sandusky Ex Village,45625,3910024,Wyandot,Income Tax - Current expenses,2794,1465,,5,0,Renewal,income tax
1890,11,2018,Warrensville Hts City,45005,3904500,Cuyahoga,Combo - Construct & improve school facilities & general permanent improvements,3965,1215,4.5,100/35,48500000,New,combo
1891,11,2018,Washington CH City,45013,3910011,Fayette,Income Tax - Current expenses,1554,1960,,100,0,New,income tax
1892,11,2018,Yellow Springs Ex Village,45674,3904567,Greene,Levy - Permanent improvements,2054,660,1.2,5,0,Renewal,levy
1893,5,2019,Bellefontaine City,43588,3904358,Logan,Tax Levy - Emergency requirements of the school district,1351,658,,10,1750000,Additional,levy
1894,5,2019,Brooklyn City,43653,3904365,Cuyahoga,Tax Levy - Avoid an operating deficit,926,829,,10,2250000,Additional,levy
1895,5,2019,Brunswick City,43661,3904366,Medina,Tax Levy - Emergency requirements of the school district,1465,1043,,10,2021000,Renewal,levy
1896,5,2019,Campbell City,43703,3904370,Mahoning,Tax Levy - Emergency requirements of the school district,464,123,,5,898711,Renewal,levy
1897,5,2019,Delaware City,43877,3904387,Delaware,"Bond - Construct facilities, re11ate, repair, improve, equip & add to existing facilities, improve sites",2420,1302,,37,36530000,N/A,bond
1898,5,2019,Delaware City,43877,3904387,Delaware,Tax Levy - General permanent improvements,2621,1117,,100,0,Renewal,levy
1899,5,2019,Delphos City,43885,3904388,Allen,Tax Levy - General permanent improvements,495,152,,5,0,Renewal,levy
1900,5,2019,Delphos City,43885,3904388,Allen,Tax Levy - Current expenses,486,160,,5,0,Renewal,levy
1901,5,2019,Dover City,43893,3904389,Tuscarawas,Tax Levy - Emergency requirements of the school district,1589,2530,,5,2631975,Additional,levy
1902,5,2019,Geneva Area City,44057,3904405,Ashtabula,Tax Levy - General on-going permanent improvements,959,1188,,5,0,Renewal,levy
1903,5,2019,Huron City,44131,3904413,Erie,Tax Levy - Emergency requirements of the school district,714,159,,10,400000,Renewal,levy
1904,5,2019,Kettering City,44180,3904418,Montgomery,Tax Levy - Current expenses,3660,1890,,100,0,Renewal,levy
1905,5,2019,Lancaster City,44206,3904420,Fairfield,"Bond - Construct, furnish & equip facilities & buildings & sites",2260,1418,,37,66125000,N/A,bond
1906,5,2019,Lebanon City,44214,3904421,Warren,Tax Levy - Avoid an operating deficit,2267,2917,,4,5000000,Additional,levy
1907,5,2019,Lockland Local,44230,3904423,Hamilton,Combo - Build & maintain school facilities & permanent improvements,293,169,,100/38,11153275,N/A,combo
1908,5,2019,Mount Vernon City,44420,3910012,Knox,Tax Levy - General permanent improvements,1350,636,,100,0,Replace/Increase,levy
1909,5,2019,Niles City,44495,3904449,Trumbull,Tax Levy - Emergency requirements of the school district,1630,1750,,10,1300000,Renewal,levy
1910,5,2019,Oakwood City,44586,3904458,Montgomery,"Combo - Add, re11ate, improve, furnish & equip, including safety & security & current operating expenses",1364,1122,,100/37,18000000,Additional,combo
1911,5,2019,Parma City,44636,3904463,Cuyahoga,Tax Levy - Emergency requirements of the school district,10143,5803,,10,9197860,Renewal,levy
1912,5,2019,Piqua City,44644,3904464,Miami,Tax Levy - General permanent improvements,911,381,,100,0,Renew/Increase,levy
1913,5,2019,Sheffield-Sheffield Lake City,44768,3904476,Lorain,Tax Levy - Necessary requirements of the school district,785,693,,100,6179000,Substitute,levy
1914,5,2019,Strongsville City,44842,3904484,Cuyahoga,Tax Levy - Current expenses,6455,5595,,5,0,Additional,levy
1915,5,2019,Tallmadge City,44883,3904488,Summit,Tax Levy - Current expenses,2884,2204,,5,0,Additional,levy
1916,5,2019,Wapakoneta City,44982,3904498,8laize,Tax Levy - School safety & security,465,613,,5,0,Additional,levy
1917,5,2019,Bluffton Exempted Village,45211,3904521,Allen,Tax Levy - Avoid an operating deficit,946,205,,5,714392,Renewal,levy
1918,5,2019,Bluffton Exempted Village,45211,3904521,Allen,Income Tax - Permanent improvements,941,210,,3,0,Renewal,income tax
1919,5,2019,Hicksville Exempted Village,45419,3904541,Defiance,Income Tax - Current expenses,467,361,,5,0,Additional,income tax
1920,5,2019,Mount Gilead Exempted Village,45534,3904553,Morrow,Income Tax - Current operating expenses,1002,537,,5,0,Additional,income tax
1921,5,2019,Tipp City Exempted Village,45617,3904561,Miami,"Bond - Expand, re11ate & improve L.T. Ball Intermediate School & sites & existing facilities",1432,1623,,27,35750000,N/A,bond
1922,5,2019,Allen East Local,45757,3904575,Allen,Tax Levy - General permanent improvements,457,190,,100,0,Renewal,levy
1923,5,2019,Alexander Local,45906,3904590,Athens,Income Tax - Current operating expenses,1019,1030,,5,0,Additional,income tax
1924,5,2019,Ross Local,46144,3904614,Butler,Income Tax - Current expenses,1548,1310,,100,0,Additional,income tax
1925,5,2019,Graham Local,46193,3904619,Champaign,Income Tax - Current expenses,1323,1719,,5,0,Additional,income tax
1926,5,2019,West Liberty-Salem Local,46219,3904621,Logan,Income Tax - Current expenses,536,225,,3,0,Renewal,income tax
1927,5,2019,Clinton-Massie Local,46391,3904639,Clinton,Income Tax - Current expenses,1177,1014,,5,0,Additional,income tax
1928,5,2019,Beaver Local,46425,3904642,Columbiana,Tax Levy - Emergency requirements of the school district,1237,707,,5,1200000,Renewal,levy
1929,5,2019,Margaretta Local,46805,3904680,Erie,Tax Levy - Emergency requirements of the school district,305,200,,5,1205950,Renewal,levy
1930,5,2019,Amanda-Clearcreek Local,46847,3904684,Fairfield,Income Tax - Current operating expenses,118,296,,5,0,Additional,income tax
1931,5,2019,Walnut Township Local,46904,3904690,Fairfield,Tax Levy - Emergency requirements of the school district,359,262,,5,1000000,Renewal,levy
1932,5,2019,Canal Winchester Local,46946,3904694,Franklin,Tax Levy - Necessary requirements of the school district,1615,441,,5,6230000,Substitute,levy
1933,5,2019,Groveport Madison Local,46979,3904697,Franklin,"Combo - Construct & improve school buildings, improve existing facilities & sites & permanent improvements",1386,1623,,100/37,83605686,N/A,combo
1934,5,2019,Swanton Local,47092,3904709,Fulton,Income Tax - Current expenses,468,229,,5,0,Renewal,income tax
1935,5,2019,West Ge8a Local,47225,3904722,Ge8a,Tax Levy - Emergency requirements of the school district,1634,878,,10,2350000,Renewal,levy
1936,5,2019,Beavercreek City,47241,3904724,Greene,"Tax Levy - Improve, re11ate, add to facilities, provide equipment, furnishings & site improvements",7665,3921,,5,0,Renewal,levy
1937,5,2019,Beavercreek City,47241,3904724,Greene,Tax Levy - Emergency requirements of the school district,6164,5431,,5,11408995,Additional,levy
1938,5,2019,Bellbrook-Sugarcreek Local,47274,3904727,Greene,Tax Levy - Current operating expenses,1936,3338,,100,0,Replacement,levy
1939,5,2019,Arcadia Local,47415,3910002,Hancock,Income Tax - Current expenses,214,117,,5,0,Renewal,income tax
1940,5,2019,Liberty-Benton Local,47449,3904744,Hancock,"Combo - New PreK-8 building,  improve facilities & sites, general permanent improvements",1311,651,,100/35,25594646,N/A,combo
1941,5,2019,McComb Local,47456,3904745,Hancock,Income Tax - Current operating expenses,400,181,,100,0,Renewal,income tax
1942,5,2019,Vanlue Local,47472,3904747,Hancock,Tax Levy - Emergency requirements of the school district,214,149,,10,325000,Renewal,levy
1943,5,2019,Bright Local,47613,3904761,Highland,Tax Levy - General permanent improvements,99,202,,5,0,Additional,levy
1944,5,2019,Kirtland Local,47878,3904787,Lake,Tax Levy - Emergency requirements of the school district,1027,472,,5,1450000,Renewal,levy
1945,5,2019,Lakewood Local,47993,3904799,Licking,"Bond - A new elementary school, improve, equip, furnish school facilities & site improvements",988,1570,,28,39800000,N/A,bond
1946,5,2019,Licking Heights Local,48009,3904800,Licking,Tax Levy - Necessary requirements of the school district,1099,798,,10,10600000,Substitute,levy
1947,5,2019,North Fork Local,48025,3904802,Licking,Income Tax - Current operating expenses,671,477,,3,0,Renewal,income tax
1948,5,2019,West Branch Local,48389,3904838,Mahoning,Income Tax - School district purposes,1277,1670,,5,0,Additional,income tax
1949,5,2019,Pleasant Local,48421,3904842,3ion,Income Tax - Current operating expenses,1088,815,,10,0,Additional,income tax
1950,5,2019,River Valley Local,48447,3904844,3ion,Income Tax - Current operating expenses,1127,975,,5,0,Additional,income tax
1951,5,2019,Parkway Local,48579,3904857,Mercer,"Tax Levy - Improve, re11ate, add to facilities; acquire land & equipment",142,75,,5,0,Replacement,levy
1952,5,2019,Northridge Local,48736,3904873,Licking,Combo - Permanent improvements & build & maintain facilities,1504,1247,,27/27,22000000,N/A,combo
1953,5,2019,Valley View Local,48744,3904874,Montgomery,Tax Levy - Current operating expenses,1228,1878,,100,0,Additional,levy
1954,5,2019,Benton Carroll Salem Local,48926,3904892,Ottawa,"Tax Levy - General, on-going permanent improvements",1388,1005,,5,0,Renewal,levy
1955,5,2019,Benton Carroll Salem Local,48926,3904892,Ottawa,Tax Levy - Current expenses,1381,1012,,5,0,Renewal,levy
1956,5,2019,Benton Carroll Salem Local,48926,3904892,Ottawa,Income Tax - Current operating expenses,1038,1352,,5,0,Additional,income tax
1957,5,2019,Aurora City,49171,3904917,Portage,Tax Levy - General permanent improvements,691,271,,5,0,Renewal,levy
1958,5,2019,Field Local,49197,3904919,Portage,Tax Levy - Current operating expenses,3631,1555,,5,0,Renewal,levy
1959,5,2019,Field Local,49197,3904919,Portage,Tax Levy - Current expenses & ongoing permanent improvements,3022,2164,,5,0,Additional,levy
1960,5,2019,Rootstown Local,49213,3904921,Portage,Tax Levy - General permanent improvements,637,388,,5,0,Renewal,levy
1961,5,2019,Streetsboro City,49239,3904923,Portage,Tax Levy - Current operating expenses,1981,1630,,5,0,Additional,levy
1962,5,2019,Waterloo Local,49247,3904924,Portage,Income Tax - Current operating expenses,994,1283,,100,0,Additional,income tax
1963,5,2019,Woodmore Local,49577,3904957,Sandusky,Tax Levy - Emergency requirements of the school district,536,350,,5,829000,Renewal,levy
1964,5,2019,Fort Loramie Local,49783,3904978,Shelby,Income Tax - Current expenses,394,106,,5,0,Renewal,income tax
1965,5,2019,Russia Local,49817,3904981,Shelby,Tax Levy - Current expenses,261,43,,100,0,Renewal,levy
1966,5,2019,Jackson Local,49858,3904985,Stark,Tax Levy - Emergency requirements of the school district,3773,1616,,5,6150000,Renewal,levy
1967,5,2019,Tuslaw Local,49957,3904995,Stark,Tax Levy - Emergency requirements of the school district,489,724,,5,753054,Additional,levy
1968,5,2019,Nordonia Hills City,50047,3905004,Summit,Tax Levy - Current expenses,5174,3542,,100,0,Additional,levy
1969,5,2019,Twinsburg City,50070,3905007,Summit,Tax Levy - Emergency requirements of the school district,1646,832,,10,4000000,Renewal,levy
1970,5,2019,Bloomfield-Mespo Local,50096,3905009,Trumbull,Tax Levy - Emergency requirements of the school district,98,22,,5,170000,Renewal,levy
1971,5,2019,Bristol Local,50112,3905011,Trumbull,Tax Levy - Emergency requirements of the school district,272,146,,5,400000,Renewal,levy
1972,5,2019,Brookfield Local,50120,3905012,Trumbull,"Tax Levy - Repair, construct, improve, furnish & equip buildings & facilities & acquire school buses",378,673,,5,0,Additional,levy
1973,5,2019,Mathews Local,50153,3905015,Trumbull,Tax Levy - Current expenses,499,467,,5,0,Renewal,levy
1974,5,2019,Liberty Local,50195,3905019,Trumbull,Tax Levy - General permanent improvements,586,327,,5,0,Renewal,levy
1975,5,2019,McDonald Local,50229,3905022,Trumbull,Tax Levy - General permanent improvements,243,242,,5,0,Renewal,levy
1976,5,2019,Southington Local,50237,3905023,Trumbull,Tax Levy - Emergency requirements of the school district,393,179,,4,250000,Renewal,levy
1977,5,2019,Weathersfield Local,50252,3905025,Trumbull,Tax Levy - Emergency requirements of the school district,304,140,,10,418128,Renewal,levy
1978,5,2019,Garaway Local,50278,3905027,Tuscarawas,Tax Levy - Emergency requirements of the school district,421,360,,10,1003982,Additional,levy
1979,5,2019,Indian Valley Local,50286,3905028,Tuscarawas,Tax Levy - Current expenses,368,109,,5,0,Renewal,levy
1980,5,2019,Dalton Local,50542,3905054,Wayne,Tax Levy - School safety & security,411,430,,5,0,Additional,levy
1981,5,2019,Millcreek-West Unity Local,50633,3905063,Williams,Tax Levy - Necessary requirements of the school district,127,67,,5,250000,Substitute,levy
1982,5,2019,Tri-County North Local,91397,3904926,Preble,Tax Levy - Emergency requirements of the school district,311,238,,10,342000,Renewal,levy
1983,5,2019,Tri-County North Local,91397,3904926,Preble,Income Tax - Current expenses,290,259,,5,0,Renewal,income tax
1984,5,2019,Clyde-Green Springs Ex Village,45302,3910020,Sandusky,Tax Levy - Avoid an operating deficit,773,929,,10,1000000,Additional,levy
1985,5,2019,Crestview Local,46433,3904643,Columbiana,"Combo - New Pre-K -12 school building, improve existing facilities & sites & permanent improvements",886,811,,100/35,5200000,N/A,combo
1986,5,2019,Green Local,50013,3905001,Summit,Tax Levy - Emergency requirements of the school district,2584,1288,,5,4100000,Renewal,levy
1987,5,2019,Madison Local,47886,3904788,Lake,Tax Levy - Emergency requirements of the school district,1078,949,,5,697270,Renewal,levy
1988,5,2019,Milford Exempted Village Schools,45500,3904550,Clermont,"Bond - Construct, improve, re11ate, add to, equip & furnish school buildings & facilities",4425,5857,,37,97790000,N/A,bond
1989,5,2019,Newton Falls EV,45567,3904556,Trumbull,Income Tax - Current operating expenses & general ongoing permanent improvements,427,824,,5,0,Additional,income tax
1990,5,2019,Northwestern Local,50575,3910033,Wayne,Tax Levy - General permanent improvements,611,425,,5,0,Renew/Increase,levy
1991,5,2019,Springfield Local,48371,3904837,Mahoning,Income Tax - Current expenses,743,442,,5,0,Renewal,income tax
1992,5,2019,St. Henry Consolidated Local,48587,3904858,Mercer,Tax Levy - Emergency requirements of the school district,291,77,,5,1010000,Renewal,levy
1993,5,2019,St. 3ys City,44727,3904472,8laize,Tax Levy - Emergency requirements of the school district,1150,671,,5,1838898,Renewal,levy
1994,5,2019,Union Scioto Local,49536,3904953,Ross,Income Tax - Current expenses,858,337,,5,0,Renewal,income tax
1995,8,2019,Willoughby-Eastlake City,45104,3904510,Lske,Current expense,1939,7034,,100,,Additional,levy
1996,8,2019,Benton Carroll Salem Local,48926,3904892,Ottawa,Emergency requirements of the school district,1377,1428,,5,1552266,Additional,levy
1997,11,2019,Ashtabula Area City,43513,3904351,Ashtabula,Tax levy - General permanent improvements,2793,1669,,,0,Renewal,levy
1998,11,2019,Barberton City,43539,3904353,Summit,Tax levy - Necessary requirements,2363,1488,,,6675000,Substitute,levy
1999,11,2019,Bexley City,43620,3904362,Franklin,Tax levy - Current operating expenses,3178,1470,,,0,Additional,levy
2000,11,2019,Bowling Green City,43638,3904363,Wood,Combo - Permanent improvements & construct new elementary school & re11ate & improve existing facilities & sites,3889,3960,,,20000000,N/A,combo
2001,11,2019,Brooklyn City,43653,3904365,Cuyahoga,Tax levy - Current expenses,1805,952,,,0,Renewal,levy
2002,11,2019,Brunswick City,43661,3904366,Medina,Tax levy - Emergency requirements,3254,5203,,,6132400,Additional,levy
2003,11,2019,Cambridge City,43695,3904369,Guernsey,Tax levy - Avoid an operating deficit,1086,1252,,,0,Additional,levy
2004,11,2019,Centerville City,43737,3904373,Montgomery,Tax levy - Current operating expenses & general permanent improvements,7887,7593,,,0,Additional,levy
2005,11,2019,Conneaut Area City,43810,3904381,Ashtabula,Tax levy - General permanent improvements,1803,1028,,,0,Renewal,levy
2006,11,2019,Cuyahoga Falls City,43836,3904383,Summit,"Combo - Construct & re11ate facilities & sites, general permanent improvements & current operating expenses",5484,5141,,,80611136,N/A,combo
2007,11,2019,East Liverpool City,43919,3904391,Columbiana,Tax levy - Emergency requirements,2253,1266,,,1058000,Renewal,levy
2008,11,2019,East Palestine City,43927,3904392,Columbiana,Income tax - Current expenses,808,878,,,0,Additional,income tax
2009,11,2019,Euclid City,43950,3904395,Cuyahoga,Tax levy - Emergency requirements,4059,4686,,,5600000,Additional,levy
2010,11,2019,Geneva Area City,44057,3904405,Ashtabula,Tax levy - General on-going permanent improvements,1921,1773,,,0,Renewal,levy
2011,11,2019,Lebanon City,44214,3904421,Warren,Tax levy - Avoid an operating deficit,5522,4389,,,5000000,Additional,levy
2012,11,2019,London City,44255,3904425,Madison,Income tax - Current operating expenses,1339,679,,,0,Renewal,income tax
2013,11,2019,Loveland City,44271,3904427,Hamilton,"Combo - Construct & improve school facilities, permanent improvements & current operating expenses",1185,4394,,,118515000,N/A,combo
2014,11,2019,3ietta City,44321,3910019,Washington,"Bond - Construct, improve, furnish & equip facilities & sites, including safety & security improvements",2687,3658,,,55670000,N/A,bond
2015,11,2019,Massillon City,44354,3904435,Stark,Tax levy - Emergency requirements,3166,2664,,,3434905,Renewal,levy
2016,11,2019,Miamisburg City,44396,3904439,Montgomery,Tax levy - Necessary requirements,3627,2013,,,7225000,Substitute,levy
2017,11,2019,Mount Vernon City,44420,3910012,Knox,Tax levy - Emergency requirements,2989,1714,,,6748000,Renewal,levy
2018,11,2019,Niles City,44495,3904449,Trumbull,Tax levy - Emergency requirements,1826,1675,,,1300000,Renewal,levy
2019,11,2019,North Ridgeville City,44537,3904453,Lorain,"Bond - Construct new elementary & high school buildings, re11ate & improve other facilities & sites",4404,5170,,,136565000,N/A,bond
2020,11,2019,North Ridgeville City,44537,3904453,Lorain,Tax levy - Necessary requirements,4708,4842,,,10644301,Substitute,levy
2021,11,2019,Princeton City,44677,3904467,Hamilton,Tax levy - Current expenses,8046,4352,,,0,Additional,levy
2022,11,2019,Salem City,44735,3910006,Columbiana,Tax levy - Emergency requirements,2264,1287,,,2100000,Renewal,levy
2023,11,2019,Springfield City,44818,3904481,Clark,Tax levy - Current expenses,2945,1504,,,0,Renewal,levy
2024,11,2019,Troy City,44925,3904492,Miami,Tax levy - Current expenses,3273,1608,,,0,Renewal,levy
2025,11,2019,Urbana City,44941,3904494,Champaign,Tax levy - Current expenses,1438,1368,,,0,Renewal,levy
2026,11,2019,Westerville City,45047,3904504,Franklin,Combo - Construct and re11ate facilities including safety and security; current operating expenses,8403,6834,,,103000000,N/A,combo
2027,11,2019,West Carrollton City,45054,3904505,Montgomery,"Bond - Construct & re11ate facilities & sites, including safety & security improvements",2507,1476,,,44090000,N/A,bond
2028,11,2019,Wickliffe City,45088,3904508,Lake,Combo - Construct & improve district buildings & sites & general permanent improvements,1791,1537,,,59999999,N/A,combo
2029,11,2019,Willard City,45096,3904509,Huron,Tax levy - Emergency requirements,677,794,,,1200000,Renewal,levy
2030,11,2019,Willoughby-Eastlake City,45104,3904510,Lake,Tax levy - Current expenses,8081,9387,,,0,Additional,levy
2031,11,2019,Zanesville City,45179,3904517,Muskingum,Tax levy - Emergency requirements,2431,1657,,,1438952,Renewal,levy
2032,11,2019,Covington Exempted Village,45336,3904533,Miami,Income tax - Current expenses,733,371,,,0,Renewal,income tax
2033,11,2019,Newcomerstown Exempted Village,45542,3904554,Tuscarawas,Tax levy - Emergency requirements,479,279,,,750000,Renewal,levy
2034,11,2019,Perrysburg Exempted Village,45583,3904558,Wood,Tax levy - Current expenses,5530,4971,,,0,Additional,levy
2035,11,2019,Tipp City Exempted Village,45617,3904561,Miami,Tax levy - Emergency requirements,1996,1266,,,1846779.02,Renewal,levy
2036,11,2019,Hillsdale Local,45823,3904582,Ashland,Tax levy - General permanent improvements,1299,540,,,0,Renewal,levy
2037,11,2019,Hillsdale Local,45823,3904582,Ashland,Tax levy - Current expenses,1285,564,,,0,Renewal,levy
